data_size,alphabet_size,num_blocks,num_threads,duration,used_shmem
1000000000,4,218,64,17509,1
1000000000,4,435,64,9256,1
1000000000,4,870,64,6016,1
1000000000,4,1740,64,6431,1
1000000000,4,3480,64,6436,1
1000000000,4,6960,64,5912,1
1000000000,4,13920,64,5760,1
1000000000,4,27840,64,5763,1
1000000000,4,55680,64,5755,1
1000000000,4,111360,64,5740,1
1000000000,4,222720,64,5849,1
1000000000,4,445440,64,5988,1
1000000000,4,890880,64,6301,1
1000000000,4,1781760,64,6933,1
1000000000,4,3563520,64,8203,1
1000000000,4,7127040,64,10861,1
1000000000,4,14254080,64,16135,1
1000000000,4,109,128,17771,1
1000000000,4,218,128,9435,1
1000000000,4,435,128,6101,1
1000000000,4,870,128,6430,1
1000000000,4,1740,128,6479,1
1000000000,4,3480,128,5949,1
1000000000,4,6960,128,5811,1
1000000000,4,13920,128,5798,1
1000000000,4,27840,128,5816,1
1000000000,4,55680,128,5836,1
1000000000,4,111360,128,5904,1
1000000000,4,222720,128,6062,1
1000000000,4,445440,128,6396,1
1000000000,4,890880,128,7140,1
1000000000,4,1781760,128,8716,1
1000000000,4,3563520,128,11694,1
1000000000,4,7127040,128,17671,1
1000000000,4,54,256,17871,1
1000000000,4,109,256,9537,1
1000000000,4,218,256,6556,1
1000000000,4,435,256,6420,1
1000000000,4,870,256,6485,1
1000000000,4,1740,256,5924,1
1000000000,4,3480,256,5850,1
1000000000,4,6960,256,5819,1
1000000000,4,13920,256,5828,1
1000000000,4,27840,256,5855,1
1000000000,4,55680,256,5943,1
1000000000,4,111360,256,6145,1
1000000000,4,222720,256,6610,1
1000000000,4,445440,256,7657,1
1000000000,4,890880,256,9819,1
1000000000,4,1781760,256,14224,1
1000000000,4,3563520,256,23025,1
1000000000,4,27,512,18315,1
1000000000,4,54,512,9614,1
1000000000,4,109,512,7121,1
1000000000,4,218,512,6987,1
1000000000,4,435,512,6513,1
1000000000,4,870,512,5936,1
1000000000,4,1740,512,5838,1
1000000000,4,3480,512,5877,1
1000000000,4,6960,512,5867,1
1000000000,4,13920,512,5923,1
1000000000,4,27840,512,6063,1
1000000000,4,55680,512,6436,1
1000000000,4,111360,512,7247,1
1000000000,4,222720,512,8906,1
1000000000,4,445440,512,12698,1
1000000000,4,890880,512,20342,1
1000000000,4,1781760,512,34919,1
1000000000,4,14,1024,19143,1
1000000000,4,27,1024,10100,1
1000000000,4,54,1024,7230,1
1000000000,4,109,1024,7150,1
1000000000,4,218,1024,7107,1
1000000000,4,435,1024,6224,1
1000000000,4,870,1024,5872,1
1000000000,4,1740,1024,5956,1
1000000000,4,3480,1024,6017,1
1000000000,4,6960,1024,6141,1
1000000000,4,13920,1024,6468,1
1000000000,4,27840,1024,7279,1
1000000000,4,55680,1024,9088,1
1000000000,4,111360,1024,12193,1
1000000000,4,222720,1024,18939,1
1000000000,4,445440,1024,33187,1
1000000000,4,890880,1024,61490,1
2000000000,4,218,64,35189,1
2000000000,4,435,64,18610,1
2000000000,4,870,64,12247,1
2000000000,4,1740,64,12919,1
2000000000,4,3480,64,13113,1
2000000000,4,6960,64,12015,1
2000000000,4,13920,64,11596,1
2000000000,4,27840,64,11590,1
2000000000,4,55680,64,11599,1
2000000000,4,111360,64,11599,1
2000000000,4,222720,64,11648,1
2000000000,4,445440,64,11791,1
2000000000,4,890880,64,12087,1
2000000000,4,1781760,64,12698,1
2000000000,4,3563520,64,13972,1
2000000000,4,7127040,64,16568,1
2000000000,4,14254080,64,21922,1
2000000000,4,28508160,64,32595,1
2000000000,4,109,128,35498,1
2000000000,4,218,128,18854,1
2000000000,4,435,128,12289,1
2000000000,4,870,128,12831,1
2000000000,4,1740,128,13083,1
2000000000,4,3480,128,12001,1
2000000000,4,6960,128,11632,1
2000000000,4,13920,128,11598,1
2000000000,4,27840,128,11597,1
2000000000,4,55680,128,11603,1
2000000000,4,111360,128,11668,1
2000000000,4,222720,128,11813,1
2000000000,4,445440,128,12135,1
2000000000,4,890880,128,12792,1
2000000000,4,1781760,128,14308,1
2000000000,4,3563520,128,17447,1
2000000000,4,7127040,128,23501,1
2000000000,4,14254080,128,35467,1
2000000000,4,54,256,35737,1
2000000000,4,109,256,19064,1
2000000000,4,218,256,13132,1
2000000000,4,435,256,12960,1
2000000000,4,870,256,13139,1
2000000000,4,1740,256,12046,1
2000000000,4,3480,256,11699,1
2000000000,4,6960,256,11626,1
2000000000,4,13920,256,11706,1
2000000000,4,27840,256,11698,1
2000000000,4,55680,256,11795,1
2000000000,4,111360,256,11982,1
2000000000,4,222720,256,12392,1
2000000000,4,445440,256,13307,1
2000000000,4,890880,256,15480,1
2000000000,4,1781760,256,19784,1
2000000000,4,3563520,256,28661,1
2000000000,4,7127040,256,46420,1
2000000000,4,27,512,36842,1
2000000000,4,54,512,19346,1
2000000000,4,109,512,14424,1
2000000000,4,218,512,14425,1
2000000000,4,435,512,13179,1
2000000000,4,870,512,12102,1
2000000000,4,1740,512,11821,1
2000000000,4,3480,512,11810,1
2000000000,4,6960,512,11756,1
2000000000,4,13920,512,11781,1
2000000000,4,27840,512,11915,1
2000000000,4,55680,512,12216,1
2000000000,4,111360,512,12953,1
2000000000,4,222720,512,14619,1
2000000000,4,445440,512,17928,1
2000000000,4,890880,512,25596,1
2000000000,4,1781760,512,40996,1
2000000000,4,3563520,512,70385,1
2000000000,4,14,1024,38503,1
2000000000,4,27,1024,20322,1
2000000000,4,54,1024,14551,1
2000000000,4,109,1024,14513,1
2000000000,4,218,1024,14444,1
2000000000,4,435,1024,12683,1
2000000000,4,870,1024,11867,1
2000000000,4,1740,1024,11905,1
2000000000,4,3480,1024,11951,1
2000000000,4,6960,1024,12033,1
2000000000,4,13920,1024,12314,1
2000000000,4,27840,1024,12978,1
2000000000,4,55680,1024,14645,1
2000000000,4,111360,1024,18294,1
2000000000,4,222720,1024,24189,1
2000000000,4,445440,1024,38163,1
2000000000,4,890880,1024,66890,1
2000000000,4,1781760,1024,123791,1
1000000000,8,218,64,19036,1
1000000000,8,435,64,9851,1
1000000000,8,870,64,6807,1
1000000000,8,1740,64,7176,1
1000000000,8,3480,64,7240,1
1000000000,8,6960,64,6710,1
1000000000,8,13920,64,6592,1
1000000000,8,27840,64,6630,1
1000000000,8,55680,64,6574,1
1000000000,8,111360,64,6594,1
1000000000,8,222720,64,6703,1
1000000000,8,445440,64,6883,1
1000000000,8,890880,64,7261,1
1000000000,8,1781760,64,8020,1
1000000000,8,3563520,64,9611,1
1000000000,8,7127040,64,12775,1
1000000000,8,14254080,64,19162,1
1000000000,8,109,128,18748,1
1000000000,8,218,128,10043,1
1000000000,8,435,128,6895,1
1000000000,8,870,128,7221,1
1000000000,8,1740,128,7266,1
1000000000,8,3480,128,6756,1
1000000000,8,6960,128,6596,1
1000000000,8,13920,128,6599,1
1000000000,8,27840,128,6617,1
1000000000,8,55680,128,6634,1
1000000000,8,111360,128,6719,1
1000000000,8,222720,128,6900,1
1000000000,8,445440,128,7296,1
1000000000,8,890880,128,8101,1
1000000000,8,1781760,128,9767,1
1000000000,8,3563520,128,13239,1
1000000000,8,7127040,128,19897,1
1000000000,8,54,256,18877,1
1000000000,8,109,256,10211,1
1000000000,8,218,256,7440,1
1000000000,8,435,256,7265,1
1000000000,8,870,256,7319,1
1000000000,8,1740,256,6732,1
1000000000,8,3480,256,6660,1
1000000000,8,6960,256,6623,1
1000000000,8,13920,256,6618,1
1000000000,8,27840,256,6653,1
1000000000,8,55680,256,6762,1
1000000000,8,111360,256,6961,1
1000000000,8,222720,256,7457,1
1000000000,8,445440,256,8544,1
1000000000,8,890880,256,10814,1
1000000000,8,1781760,256,15546,1
1000000000,8,3563520,256,24918,1
1000000000,8,27,512,19316,1
1000000000,8,54,512,10289,1
1000000000,8,109,512,8150,1
1000000000,8,218,512,8139,1
1000000000,8,435,512,7344,1
1000000000,8,870,512,6768,1
1000000000,8,1740,512,6672,1
1000000000,8,3480,512,6688,1
1000000000,8,6960,512,6662,1
1000000000,8,13920,512,6708,1
1000000000,8,27840,512,6853,1
1000000000,8,55680,512,7192,1
1000000000,8,111360,512,8000,1
1000000000,8,222720,512,9711,1
1000000000,8,445440,512,13627,1
1000000000,8,890880,512,21395,1
1000000000,8,1781760,512,36643,1
1000000000,8,14,1024,20739,1
1000000000,8,27,1024,10907,1
1000000000,8,54,1024,8294,1
1000000000,8,109,1024,8249,1
1000000000,8,218,1024,8194,1
1000000000,8,435,1024,7178,1
1000000000,8,870,1024,6777,1
1000000000,8,1740,1024,6792,1
1000000000,8,3480,1024,6841,1
1000000000,8,6960,1024,6900,1
1000000000,8,13920,1024,7154,1
1000000000,8,27840,1024,7801,1
1000000000,8,55680,1024,9212,1
1000000000,8,111360,1024,11075,1
1000000000,8,222720,1024,16643,1
1000000000,8,445440,1024,27999,1
1000000000,8,890880,1024,50392,1
2000000000,8,218,64,36997,1
2000000000,8,435,64,19742,1
2000000000,8,870,64,13730,1
2000000000,8,1740,64,14349,1
2000000000,8,3480,64,14631,1
2000000000,8,6960,64,13556,1
2000000000,8,13920,64,13207,1
2000000000,8,27840,64,13182,1
2000000000,8,55680,64,13125,1
2000000000,8,111360,64,13144,1
2000000000,8,222720,64,13255,1
2000000000,8,445440,64,13419,1
2000000000,8,890880,64,13776,1
2000000000,8,1781760,64,14513,1
2000000000,8,3563520,64,16032,1
2000000000,8,7127040,64,19251,1
2000000000,8,14254080,64,25586,1
2000000000,8,28508160,64,38352,1
2000000000,8,109,128,37373,1
2000000000,8,218,128,20058,1
2000000000,8,435,128,13911,1
2000000000,8,870,128,14538,1
2000000000,8,1740,128,14689,1
2000000000,8,3480,128,13578,1
2000000000,8,6960,128,13219,1
2000000000,8,13920,128,13160,1
2000000000,8,27840,128,13160,1
2000000000,8,55680,128,13172,1
2000000000,8,111360,128,13243,1
2000000000,8,222720,128,13431,1
2000000000,8,445440,128,13805,1
2000000000,8,890880,128,14587,1
2000000000,8,1781760,128,16192,1
2000000000,8,3563520,128,19518,1
2000000000,8,7127040,128,26481,1
2000000000,8,14254080,128,39856,1
2000000000,8,54,256,37676,1
2000000000,8,109,256,20413,1
2000000000,8,218,256,14888,1
2000000000,8,435,256,14581,1
2000000000,8,870,256,14695,1
2000000000,8,1740,256,13532,1
2000000000,8,3480,256,13329,1
2000000000,8,6960,256,13198,1
2000000000,8,13920,256,13178,1
2000000000,8,27840,256,13179,1
2000000000,8,55680,256,13273,1
2000000000,8,111360,256,13500,1
2000000000,8,222720,256,13953,1
2000000000,8,445440,256,15041,1
2000000000,8,890880,256,17191,1
2000000000,8,1781760,256,21807,1
2000000000,8,3563520,256,31194,1
2000000000,8,7127040,256,50187,1
2000000000,8,27,512,38853,1
2000000000,8,54,512,20706,1
2000000000,8,109,512,16330,1
2000000000,8,218,512,16356,1
2000000000,8,435,512,14892,1
2000000000,8,870,512,13678,1
2000000000,8,1740,512,13421,1
2000000000,8,3480,512,13416,1
2000000000,8,6960,512,13331,1
2000000000,8,13920,512,13355,1
2000000000,8,27840,512,13487,1
2000000000,8,55680,512,13798,1
2000000000,8,111360,512,14493,1
2000000000,8,222720,512,16120,1
2000000000,8,445440,512,19471,1
2000000000,8,890880,512,27388,1
2000000000,8,1781760,512,43083,1
2000000000,8,3563520,512,73828,1
2000000000,8,14,1024,41745,1
2000000000,8,27,1024,21957,1
2000000000,8,54,1024,16765,1
2000000000,8,109,1024,16639,1
2000000000,8,218,1024,16623,1
2000000000,8,435,1024,14585,1
2000000000,8,870,1024,13610,1
2000000000,8,1740,1024,13637,1
2000000000,8,3480,1024,13653,1
2000000000,8,6960,1024,13662,1
2000000000,8,13920,1024,13880,1
2000000000,8,27840,1024,14398,1
2000000000,8,55680,1024,15673,1
2000000000,8,111360,1024,18481,1
2000000000,8,222720,1024,22063,1
2000000000,8,445440,1024,33500,1
2000000000,8,890880,1024,56395,1
2000000000,8,1781760,1024,101534,1
1000000000,16,218,64,19102,1
1000000000,16,435,64,10214,1
1000000000,16,870,64,7269,1
1000000000,16,1740,64,7509,1
1000000000,16,3480,64,7678,1
1000000000,16,6960,64,7181,1
1000000000,16,13920,64,7021,1
1000000000,16,27840,64,7021,1
1000000000,16,55680,64,7028,1
1000000000,16,111360,64,7044,1
1000000000,16,222720,64,7098,1
1000000000,16,445440,64,7269,1
1000000000,16,890880,64,7498,1
1000000000,16,1781760,64,8090,1
1000000000,16,3563520,64,9231,1
1000000000,16,7127040,64,11612,1
1000000000,16,14254080,64,21390,1
1000000000,16,109,128,19261,1
1000000000,16,218,128,10410,1
1000000000,16,435,128,7426,1
1000000000,16,870,128,7672,1
1000000000,16,1740,128,7731,1
1000000000,16,3480,128,7185,1
1000000000,16,6960,128,7085,1
1000000000,16,13920,128,7074,1
1000000000,16,27840,128,7067,1
1000000000,16,55680,128,7103,1
1000000000,16,111360,128,7156,1
1000000000,16,222720,128,7283,1
1000000000,16,445440,128,7558,1
1000000000,16,890880,128,8126,1
1000000000,16,1781760,128,9321,1
1000000000,16,3563520,128,11952,1
1000000000,16,7127040,128,16701,1
1000000000,16,54,256,19477,1
1000000000,16,109,256,10633,1
1000000000,16,218,256,7920,1
1000000000,16,435,256,7777,1
1000000000,16,870,256,7761,1
1000000000,16,1740,256,7219,1
1000000000,16,3480,256,7140,1
1000000000,16,6960,256,7093,1
1000000000,16,13920,256,7080,1
1000000000,16,27840,256,7082,1
1000000000,16,55680,256,7170,1
1000000000,16,111360,256,7318,1
1000000000,16,222720,256,7619,1
1000000000,16,445440,256,8343,1
1000000000,16,890880,256,9845,1
1000000000,16,1781760,256,12954,1
1000000000,16,3563520,256,18914,1
1000000000,16,27,512,19928,1
1000000000,16,54,512,10714,1
1000000000,16,109,512,8695,1
1000000000,16,218,512,8645,1
1000000000,16,435,512,7822,1
1000000000,16,870,512,7242,1
1000000000,16,1740,512,7187,1
1000000000,16,3480,512,7104,1
1000000000,16,6960,512,7113,1
1000000000,16,13920,512,7135,1
1000000000,16,27840,512,7224,1
1000000000,16,55680,512,7422,1
1000000000,16,111360,512,7872,1
1000000000,16,222720,512,8856,1
1000000000,16,445440,512,11076,1
1000000000,16,890880,512,15769,1
1000000000,16,1781760,512,24574,1
1000000000,16,14,1024,21611,1
1000000000,16,27,1024,11340,1
1000000000,16,54,1024,8856,1
1000000000,16,109,1024,8760,1
1000000000,16,218,1024,8787,1
1000000000,16,435,1024,7665,1
1000000000,16,870,1024,7191,1
1000000000,16,1740,1024,7236,1
1000000000,16,3480,1024,7274,1
1000000000,16,6960,1024,7283,1
1000000000,16,13920,1024,7411,1
1000000000,16,27840,1024,7749,1
1000000000,16,55680,1024,8462,1
1000000000,16,111360,1024,9708,1
1000000000,16,222720,1024,12308,1
1000000000,16,445440,1024,18814,1
1000000000,16,890880,1024,31772,1
2000000000,16,218,64,38009,1
2000000000,16,435,64,20378,1
2000000000,16,870,64,14725,1
2000000000,16,1740,64,15267,1
2000000000,16,3480,64,15503,1
2000000000,16,6960,64,14418,1
2000000000,16,13920,64,14085,1
2000000000,16,27840,64,13993,1
2000000000,16,55680,64,14000,1
2000000000,16,111360,64,14008,1
2000000000,16,222720,64,14064,1
2000000000,16,445440,64,14188,1
2000000000,16,890880,64,14442,1
2000000000,16,1781760,64,14973,1
2000000000,16,3563520,64,16054,1
2000000000,16,7127040,64,18418,1
2000000000,16,14254080,64,23110,1
2000000000,16,28508160,64,42180,1
2000000000,16,109,128,38216,1
2000000000,16,218,128,20673,1
2000000000,16,435,128,14802,1
2000000000,16,870,128,15247,1
2000000000,16,1740,128,15513,1
2000000000,16,3480,128,14431,1
2000000000,16,6960,128,14072,1
2000000000,16,13920,128,14029,1
2000000000,16,27840,128,14001,1
2000000000,16,55680,128,14013,1
2000000000,16,111360,128,14054,1
2000000000,16,222720,128,14193,1
2000000000,16,445440,128,14439,1
2000000000,16,890880,128,14996,1
2000000000,16,1781760,128,16092,1
2000000000,16,3563520,128,18667,1
2000000000,16,7127040,128,23946,1
2000000000,16,14254080,128,33458,1
2000000000,16,54,256,38864,1
2000000000,16,109,256,21276,1
2000000000,16,218,256,15862,1
2000000000,16,435,256,15603,1
2000000000,16,870,256,15650,1
2000000000,16,1740,256,14502,1
2000000000,16,3480,256,14286,1
2000000000,16,6960,256,14153,1
2000000000,16,13920,256,14120,1
2000000000,16,27840,256,14124,1
2000000000,16,55680,256,14181,1
2000000000,16,111360,256,14324,1
2000000000,16,222720,256,14615,1
2000000000,16,445440,256,15265,1
2000000000,16,890880,256,16678,1
2000000000,16,1781760,256,19719,1
2000000000,16,3563520,256,25877,1
2000000000,16,7127040,256,37922,1
2000000000,16,27,512,39835,1
2000000000,16,54,512,21428,1
2000000000,16,109,512,17445,1
2000000000,16,218,512,17378,1
2000000000,16,435,512,15761,1
2000000000,16,870,512,14509,1
2000000000,16,1740,512,14291,1
2000000000,16,3480,512,14277,1
2000000000,16,6960,512,14165,1
2000000000,16,13920,512,14174,1
2000000000,16,27840,512,14235,1
2000000000,16,55680,512,14431,1
2000000000,16,111360,512,14817,1
2000000000,16,222720,512,15760,1
2000000000,16,445440,512,17749,1
2000000000,16,890880,512,22122,1
2000000000,16,1781760,512,31511,1
2000000000,16,3563520,512,49143,1
2000000000,16,14,1024,43272,1
2000000000,16,27,1024,22694,1
2000000000,16,54,1024,17815,1
2000000000,16,109,1024,17610,1
2000000000,16,218,1024,17596,1
2000000000,16,435,1024,15448,1
2000000000,16,870,1024,14411,1
2000000000,16,1740,1024,14457,1
2000000000,16,3480,1024,14442,1
2000000000,16,6960,1024,14410,1
2000000000,16,13920,1024,14537,1
2000000000,16,27840,1024,14859,1
2000000000,16,55680,1024,15537,1
2000000000,16,111360,1024,16966,1
2000000000,16,222720,1024,19340,1
2000000000,16,445440,1024,24589,1
2000000000,16,890880,1024,37603,1
2000000000,16,1781760,1024,63506,1
1000000000,32,218,64,19214,1
1000000000,32,435,64,10269,1
1000000000,32,870,64,7348,1
1000000000,32,1740,64,7757,1
1000000000,32,3480,64,7773,1
1000000000,32,6960,64,7254,1
1000000000,32,13920,64,7101,1
1000000000,32,27840,64,7145,1
1000000000,32,55680,64,7156,1
1000000000,32,111360,64,7179,1
1000000000,32,222720,64,7239,1
1000000000,32,445440,64,7370,1
1000000000,32,890880,64,7637,1
1000000000,32,1781760,64,8187,1
1000000000,32,3563520,64,10769,1
1000000000,32,7127040,64,21064,1
1000000000,32,14254080,64,41780,1
1000000000,32,109,128,19268,1
1000000000,32,218,128,10433,1
1000000000,32,435,128,7460,1
1000000000,32,870,128,7733,1
1000000000,32,1740,128,7782,1
1000000000,32,3480,128,7227,1
1000000000,32,6960,128,7130,1
1000000000,32,13920,128,7114,1
1000000000,32,27840,128,7117,1
1000000000,32,55680,128,7131,1
1000000000,32,111360,128,7189,1
1000000000,32,222720,128,7320,1
1000000000,32,445440,128,7589,1
1000000000,32,890880,128,8136,1
1000000000,32,1781760,128,9247,1
1000000000,32,3563520,128,11565,1
1000000000,32,7127040,128,21154,1
1000000000,32,54,256,19419,1
1000000000,32,109,256,10669,1
1000000000,32,218,256,7936,1
1000000000,32,435,256,7832,1
1000000000,32,870,256,7798,1
1000000000,32,1740,256,7274,1
1000000000,32,3480,256,7186,1
1000000000,32,6960,256,7122,1
1000000000,32,13920,256,7121,1
1000000000,32,27840,256,7136,1
1000000000,32,55680,256,7191,1
1000000000,32,111360,256,7328,1
1000000000,32,222720,256,7619,1
1000000000,32,445440,256,8219,1
1000000000,32,890880,256,9509,1
1000000000,32,1781760,256,12079,1
1000000000,32,3563520,256,16949,1
1000000000,32,27,512,19984,1
1000000000,32,54,512,10747,1
1000000000,32,109,512,8732,1
1000000000,32,218,512,8682,1
1000000000,32,435,512,7839,1
1000000000,32,870,512,7279,1
1000000000,32,1740,512,7179,1
1000000000,32,3480,512,7184,1
1000000000,32,6960,512,7141,1
1000000000,32,13920,512,7156,1
1000000000,32,27840,512,7226,1
1000000000,32,55680,512,7394,1
1000000000,32,111360,512,7742,1
1000000000,32,222720,512,8479,1
1000000000,32,445440,512,10054,1
1000000000,32,890880,512,13283,1
1000000000,32,1781760,512,19636,1
1000000000,32,14,1024,21708,1
1000000000,32,27,1024,11371,1
1000000000,32,54,1024,8949,1
1000000000,32,109,1024,8864,1
1000000000,32,218,1024,8787,1
1000000000,32,435,1024,7729,1
1000000000,32,870,1024,7253,1
1000000000,32,1740,1024,7275,1
1000000000,32,3480,1024,7280,1
1000000000,32,6960,1024,7284,1
1000000000,32,13920,1024,7398,1
1000000000,32,27840,1024,7635,1
1000000000,32,55680,1024,8107,1
1000000000,32,111360,1024,8998,1
1000000000,32,222720,1024,10596,1
1000000000,32,445440,1024,14448,1
1000000000,32,890880,1024,22696,1
2000000000,32,218,64,38190,1
2000000000,32,435,64,20537,1
2000000000,32,870,64,14851,1
2000000000,32,1740,64,15703,1
2000000000,32,3480,64,15622,1
2000000000,32,6960,64,14603,1
2000000000,32,13920,64,14213,1
2000000000,32,27840,64,14172,1
2000000000,32,55680,64,14143,1
2000000000,32,111360,64,14141,1
2000000000,32,222720,64,14210,1
2000000000,32,445440,64,14354,1
2000000000,32,890880,64,14607,1
2000000000,32,1781760,64,15173,1
2000000000,32,3563520,64,16203,1
2000000000,32,7127040,64,21395,1
2000000000,32,14254080,64,41701,1
2000000000,32,28508160,64,82822,1
2000000000,32,109,128,38280,1
2000000000,32,218,128,20729,1
2000000000,32,435,128,14920,1
2000000000,32,870,128,15335,1
2000000000,32,1740,128,15563,1
2000000000,32,3480,128,14462,1
2000000000,32,6960,128,14157,1
2000000000,32,13920,128,14088,1
2000000000,32,27840,128,14073,1
2000000000,32,55680,128,14069,1
2000000000,32,111360,128,14135,1
2000000000,32,222720,128,14251,1
2000000000,32,445440,128,14632,1
2000000000,32,890880,128,15168,1
2000000000,32,1781760,128,16269,1
2000000000,32,3563520,128,18534,1
2000000000,32,7127040,128,23149,1
